id,rated,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,minutes
jvJpypb8,True,white,30+0,molochno,1503,tommy2002,1500,d4,A40,Queen's Pawn,1,30
XNMbvz8v,True,black,10+0,superhero098,1997,miqomanukyan2001,1480,e4 e5 d4 exd4 Qxd4 Nc6 Qe3,C22,Center Game: Paulsen Attack Variation,7,10
I0s66a71,True,white,15+0,ri_chess,1591,aproximo,1581,d4 Nf6 c4 c5 d5 e5,A56,Benoni Defense: Czech Benoni Defense,6,15
iGKrSUV2,True,white,10+0,juanreyes,1302,vzg100,1585,c4 d5,A10,English Opening: Anglo-Scandinavian Defense,2,10
Aub91G4K,True,black,10+0,dosviduli,1768,blessedup,1878,c4 Nf6 Nc3 c5 g3,A34,English Opening: Symmetrical Variation |  Fianchetto Variation,5,10
sJ5ajbHL,True,white,20+3,nuffsaidm8,1700,volodimir7777777333,1673,d4 d5 c4 dxc4 e3,D20,Queen's Gambit Accepted: Old Variation,5,20
Hbgg1UAL,True,white,10+0,acidinsomnia,1012,lordsamir,1164,e4 e5 Nf3 d6,C41,Philidor Defense #2,4,10
ZugCYYZq,True,white,30+0,peristolisonassis,1513,thatguythatistr,1542,d4 Nf6 e3 d5,D00,Queen's Pawn Game #3,4,30
StZdmj4v,True,black,10+8,islam01,1373,gornyak,1639,e4 e5 d4,C21,Center Game #2,3,10
M3lOLm8y,False,white,10+2,le_truand,2549,mamaduck,1337,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5,10
ToAvscgy,False,black,10+0,elfortin,1270,redevening,1372,d4 e6,A40,Horwitz Defense,2,10
PAansThU,True,white,10+0,dedy78,1296,edu_r,1315,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3,10
2QKPNPHo,True,white,15+0,benjapercu,1778,baranornarli,1773,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6,B44,Sicilian Defense: Paulsen Variation,8,15
MAf9hU7e,False,black,15+2,shijima220,1500,mauornelas,2126,d4 Nf6,A45,Indian Game,2,15
sPdZNbxm,True,white,15+10,pal2310,1738,balash,1623,d4 e5 dxe5 d6,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,4,15
Tt8Kb3nS,True,black,10+0,xavier-cox,1575,thehutchtouch,1869,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,10
iOQ9S5BR,False,white,15+15,canexd,1104,richiew,1343,c4 e5,A20,English Opening: King's English Variation,2,15
YwvZUJyB,True,black,15+0,warofbeef,1515,apis11,1855,e3,A00,Van't Kruijs Opening,1,15
lIXqC20Y,False,white,10+5,rubikstein,1589,yesman81,1691,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Bc5,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8,10
rFc7L2k2,True,white,10+0,kavyabhavana,1936,alvin_cruz,1906,e4 e5 Nf3 Nc6 Bc4 Be7,C50,Italian Game: Hungarian Defense,6,10
BfEno2nC,True,black,12+3,mrmandelbrot,1180,hamid9,1674,e4 e5 d4 exd4 Qxd4 Nc6,C22,Center Game: Normal Variation,6,12
iVuuzX6T,True,white,10+0,skids19,1197,piley159,1176,e4 e5 Nf3 Nc6 Bb5 d6,C62,Ruy Lopez: Steinitz Defense,6,10
dowHMjIB,True,white,10+8,a99mimon,1545,dipset,1497,d4 d6 c4,A41,Old Indian Defense,3,10
rgV7epPN,True,white,10+0,plam,1643,suntzuchess,1693,e4 c5 Nf3 d6 d4 Nf6,B50,Sicilian Defense: Modern Variations |  Anti-Qxd4 Move Order,6,10
yR2PTDVb,True,white,15+15,jtfegadel,1539,azomio,1417,e4 d6 d4 f5,B07,Rat Defense: Balogh Defense,4,15
J2tSEnv5,True,white,15+10,artykom,2078,bert71,1843,d4 d5 c4 e6,D30,Queen's Gambit Declined,4,15
63VtGUD5,True,black,10+0,nomaschess,1559,mikroft,1699,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,10
EZrRsHyR,False,white,10+0,raman1,2051,toshiro2016,1321,e4 e5 Nc3 Nf6 f4,C28,Vienna Game: Vienna Gambit,5,10
ypvo8l4y,True,black,10+0,littlekitty83,1141,ruma1703,1168,e4 d5,B01,Scandinavian Defense,2,10
G4p1bVzt,True,black,15+0,viktorr,1476,pantrohf,1386,e4 Nf6 Nc3 d5,B02,Alekhine Defense: Scandinavian Variation,4,15
5Vgc61Qk,True,black,30+0,aggelospaok,1810,elvis1997,2118,e4 c6,B10,Caro-Kann Defense,2,30
e0GriaVT,True,white,25+0,riverside_monkey,2364,szachistaiczysta,1703,d4 Nf6 c4 e6 g3 d5 Bg2,E01,Catalan Opening: Closed Variation,7,25
3vtY3ASM,True,black,30+5,monstruodelnorte,1138,planard,1276,c4 e5 Nc3,A21,English Opening: King's English Variation |  Reversed Sicilian,3,30
RZi9dRaF,True,white,10+6,lolmens,2153,mindworm,2168,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4,C42,Russian Game: Classical Attack,9,10
4XBssZXD,True,white,15+15,f1v3,1543,maluking,1614,e4 e5 Nf3 d6,C41,Philidor Defense #2,4,15
XtBGCGVE,False,black,25+3,amirhossein2014,1731,dimsans,1832,e4 b6,B00,Owen Defense,2,25
LtakuRwC,True,black,10+0,sveenemand,1091,krluch,1958,e3,A00,Van't Kruijs Opening,1,10
MEozwK8o,False,white,10+0,chenla,1427,romanar2006,1493,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 Nc3,C68,Ruy Lopez: Exchange Variation |  Keres Variation,9,10
RcWTw0K5,True,black,10+0,shunia_dnepr,1358,aleksander10032007,1433,e4 c5 Nf3 d6 Bb5+ Bd7,B52,Sicilian Defense: Canal Attack |  Main Line,6,10
pnrylvlN,False,white,10+0,dhernandez101,1377,egyptian_pharaoh_621,1804,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6,10
CE3Ksjji,True,black,10+0,jeroennh,1426,destroyer999,1430,e4 e5 Nf3 Nc6 c3,C44,Ponziani Opening,5,10
N75HHdwO,True,black,10+5,nagibator001,1804,serial__chiller,1789,e4 c6 Bc4,B00,Caro-Kann Defense: Hillbilly Attack,3,10
hKngYu5f,True,white,10+10,raj1044,1368,bqfun,1500,e4 e5 Bc4 Bc5,C20,Bishop's Opening: Boi Variation,4,10
KRd0phjX,True,black,15+15,masquerade,1861,seagul,1910,d4 d5 c4 c6 cxd5,D10,Slav Defense: Exchange Variation,5,15
qcBHw6FP,True,white,10+0,belekor,1345,ospreyt,1373,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5,10
Rz7Dgmb3,False,white,30+0,sreeansh,1659,feanor1122,1500,e4 c5 d4 cxd4 c3 Nf6,B21,Sicilian Defense: Smith-Morra Gambit Declined |  Alapin Formation,6,30
DNJXBkLj,True,black,20+5,totonut,1841,dands,1681,e4 e5 Nf3 Nc6 Bb5 d6,C62,Ruy Lopez: Steinitz Defense,6,20
ODSX9c4c,False,white,30+0,jara_h,1571,daerka,1301,e4 b6 d4 Ba6,B00,Guatemala Defense,4,30
n4oDD7ZS,False,white,10+10,woland52,1904,arishikesh,1653,Nf3 c5,A04,Zukertort Opening: Sicilian Invitation,2,10
2jYnRRGb,True,black,10+15,mjalali66,1512,mikhail_riemann,1729,Nc3,A00,Van Geet Opening,1,10
8a0Ejh5P,True,black,10+0,kimmmmi060,1211,markagabi48,1541,e4 c5,B20,Sicilian Defense,2,10
45MwnW73,True,white,15+15,dico-hd,1411,hamuoshkabae,1372,e4 e5 Nf3 d5,C40,Elephant Gambit,4,15
eQypIfzP,True,black,10+0,tironislux,1652,malamutt,2159,e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 Bb4,C49,Four Knights Game: Double Spanish,8,10
s3RPv11h,False,white,10+10,thechessdetective,1770,laurenzchess,1494,Nf3 Nf6,A04,Reti Opening #2,2,10
tRdHQh42,False,white,30+0,dhernandez101,1440,parrotz,1968,e4 c5 Nc3 Nc6,B25,Sicilian Defense: Closed Variation |  Traditional,4,30
toDfcusf,True,white,13+0,gigah,1314,crixin,1196,d4 e6,A40,Horwitz Defense,2,13
mnFwFP8T,True,white,10+0,baze,1712,khelil,1559,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7,10
0b8o7PwC,True,black,10+0,abdelkadeer,1753,mrtx,1672,e4 c5 b3,B20,Sicilian Defense: Snyder Variation,3,10
nDdY19oK,True,black,15+4,tomasz77,1641,vanquil,1726,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,15
gnzWTcde,True,black,10+0,babblingboy,1480,dkgwby,1847,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,10
2J2B9StC,True,white,10+0,ac85,1383,leatherback,1498,e4 e5 Qh5 Nf6,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4,10
FqftsOiN,False,draw,25+0,ducksandcats,1821,duckduckcow,1832,e4 c6 d4 d5 e5,B12,Caro-Kann Defense: Advance Variation,5,25
OMB6I1Et,True,white,10+5,vladimir-1,1782,vfhfnvfhfn22,1651,e4 d6,B07,Pirc Defense #4,2,10
6lwyd48P,True,black,30+0,evansimone,1500,mcervants,1732,e3,A00,Van't Kruijs Opening,1,30
Zq3HBUYe,True,black,15+15,alexkel,1557,shadowdatsas,1566,e4 c5 Nf3 d6,B50,Sicilian Defense,4,15
ZmCbS1t6,True,white,10+0,supermik,1823,derspiegel,1700,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e6,B80,Sicilian Defense: Scheveningen Variation,10,10
cnd2Xdbj,True,white,10+0,ambitious,2029,cutiepanda,1597,e4 e5 Nf3 Nc6 c3 Nf6,C44,Ponziani Opening: Jaenisch Counterattack,6,10
LizfUWw0,True,black,10+0,mikiduda,1390,romannissan87,1201,e4 e6 Nf3,C00,French Defense: Knight Variation,3,10
ZmQMxHFt,True,white,10+0,bassboy,963,alexmorato,975,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,10
RSWn3dym,True,white,30+30,kferapont,2131,trexchess,2103,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6,B32,Sicilian Defense: Kalashnikov Variation,10,30
HZVio7jY,True,black,10+0,adatene,1576,bhuvi0372,1683,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,10
6kUImh0v,True,white,10+0,wtfhsyn,2056,doraemon61,2264,e4 d5 exd5 Nf6,B01,Scandinavian Defense: Modern Variation #2,4,10
CjnJA5t6,True,draw,10+0,fabian1104,1844,loran,2110,d4 Nf6 c4 c5 d5 b5,A57,Benko Gambit,6,10
MyRka1ps,False,black,10+5,tonyhuang19,1366,hick4u1219,1500,d4 e6,A40,Horwitz Defense,2,10
G33JVE3S,True,black,15+15,timur2487,1331,eder98765,1413,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,15
Igw3bRib,False,white,180+0,victor946c,1161,ranger440,1472,d4 d6 c4,A41,Old Indian Defense,3,180
D4j02rF3,True,white,10+0,scottgodzaza,1152,carlosamadorsanchez,1206,d3,A00,Mieses Opening,1,10
sl3IlOq3,True,black,15+15,shadowslord,1334,bulldog63,1284,e4 c5 Na3,B20,Sicilian Defense: Kronberger Variation,3,15
rKKIW4PJ,True,black,10+0,sakisan,1678,ur-ru,1586,e4 Nf6 e5 Nd5 d4 d6 Nf3 dxe5,B04,Alekhine Defense: Modern Variation |  Larsen Variation,8,10
9gCuEDpa,True,draw,10+0,laughingman22,1682,rizayildiztekin,1629,e4 e5 Nf3 Nc6 Bb5 d6 O-O Nf6,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8,10
mzbjFWVu,True,black,10+0,brorael357,1330,ang3l-doz3,1345,e4 e6 d4 d5 e5,C02,French Defense: Advance Variation #3,5,10
19MpTkmf,False,black,10+0,cliward132,1121,martinpopote,1501,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,10
y1ElkyO7,True,black,10+0,youngxehanort,1633,jialak,1526,e4 c5 Nf3 d6 c3,B50,Sicilian Defense: Delayed Alapin,5,10
KFmdMkwf,True,black,15+15,bogdansah,996,marigw,991,d4 d5,D00,Queen's Pawn Game,2,15
ZACSaRzi,True,black,10+0,mouhieddine,1807,christina-a-11,2205,d4 Nf6 c4 e6,E00,Indian Game: East Indian Defense,4,10
yLrQAXdi,True,black,10+0,apalin,1900,furace,2246,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,10
654WDv8F,True,white,10+0,bobocugri,1727,chesskhovtsev,1582,e4 e5 Nf3 Nf6 Nxe5 d6 Nd3,C42,Russian Game: Karklins-Martinovsky Variation,7,10
Bh2r8XxQ,True,white,15+0,david_mingchang,2094,justlikemusic,2163,e4 e5 Nf3 Nc6 Bb5 Nf6,C65,Ruy Lopez: Berlin Defense #2,6,15
6abSTcSF,True,black,10+0,viswannabe,1147,chiesu,1225,e4 e5 Nf3 d5 exd5 e4,C40,Elephant Gambit: Paulsen Countergambit,6,10
VUU4p9h6,True,black,10+0,stitch_13,1304,ricky_77,1646,d3,A00,Mieses Opening,1,10
CUpTQECd,True,black,10+0,vishalvasans1,1592,nezaisiu,1783,c4 e5,A20,English Opening: King's English Variation,2,10
ApBNB83G,True,white,10+0,howichok,1453,i_am_mariam,1389,d4 e6,A40,Horwitz Defense,2,10
5VHMYGrh,True,black,10+0,vagelis,1418,first-time-1,2203,d4 d5 Nf3 Nf6 e3,D04,Queen's Pawn Game: Colle System,5,10
hKngYu5f,True,white,10+10,raj1044,1368,bqfun,1500,e4 e5 Bc4 Bc5,C20,Bishop's Opening: Boi Variation,4,10
zppADk96,True,black,15+0,dayvc,1549,bowwow,1676,e4 c6 d4 d5 e5,B12,Caro-Kann Defense: Advance Variation,5,15
yu6YIXtH,True,white,10+0,jazzphunk,1486,icewolf4,1470,e4 e5 Nf3 Nc6 d4 exd4 Bc4,C44,Scotch Game: Scotch Gambit,7,10
MPdqdAns,True,black,10+0,octavia,1531,basakcesur,1807,e4 e5 f4 d5 exd5 e4,C31,King's Gambit |  Falkbeer Countergambit |  Staunton Line,6,10
10n7m2Yb,True,white,10+0,gloriam87,1559,adatene,1615,e4 c5 c4,B20,Sicilian Defense: Staunton-Cochrane Variation,3,10
7yCsLqnd,True,white,15+15,dsjoerg,1604,julio99100,1489,e4 e6 d4 d5 e5 c5 c3,C02,French Defense: Advance Variation #2,7,15
bnwpWJpH,True,black,10+0,chicago_chess,1369,tofol,1408,e4 c5 Nf3 e6,B40,Sicilian Defense: French Variation,4,10
BApv0M0j,True,black,10+0,aleph6,1647,nick606,1608,e4 f5,B00,Duras Gambit,2,10
Eo1mkUHl,True,white,20+0,icecreamdealer,1756,bookrey,1569,e4 e5 Nf3 Bc5,C40,King's Pawn Game: Busch-Gass Gambit,4,20
CjDZmZn9,True,black,10+0,abohadi15,1505,archimedes3000,1907,e4 c6,B10,Caro-Kann Defense,2,10
1y4rqqSf,True,black,17+0,crosshair,1047,crixin,1202,e4 e6 d3,C00,French Defense: King's Indian Attack,3,17
qHIxUJal,True,white,15+15,jpokerflat,1729,capobruno,1564,d4,A40,Queen's Pawn,1,15
msB0lWql,True,black,10+5,jackydawg,1570,zangi,1569,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Nf6,C21,Danish Gambit Accepted |  Classical Defense,10,10
7wHFeyVw,True,draw,10+10,lcover,1454,pwalter,1489,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5,10
xrZnbIGD,True,black,10+9,thegrim123321,1380,brainiac007,1429,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,10
aoADbaRd,True,white,15+10,sjeiben,1655,spocksheldon,1516,e4 c6,B10,Caro-Kann Defense,2,15
q2Tud8VX,True,black,18+0,dadt505,1242,talmagier,1216,d4 Nf6 Nf3 e6 c4 Bb4+ Nc3 O-O e3,E50,Nimzo-Indian Defense: 4.e3 e8g8 |  5.Nf3 |  without ...d5,9,18
kKnHY1rx,True,white,10+0,sabila,1865,exta,1623,e4 c6 d4 d5 exd5 cxd5 c4,B13,Caro-Kann Defense: Panov Attack #2,7,10
XaQDaiuy,False,white,15+0,lzchips,2291,solidchess_hehe,1562,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5,15
t2YM1cP5,True,black,10+0,mrtx,1687,soupe_salade,1993,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 d3 d6 Bg5,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,11,10
sOQNPpCk,True,black,10+0,bischopscup,1265,guilherme1983,1720,d4 e6,A40,Horwitz Defense,2,10
TyKVMYvo,False,white,10+0,plausibletheory,1909,asman,1598,b4 c6,A00,Polish Opening: Outflank Variation,2,10
EdJ1mGWu,False,white,15+10,shieldandsword88,1619,king5891,1400,d4 g6,A40,Modern Defense,2,15
a81pQ6c6,True,black,10+5,ozguragarr,1452,snusmumrik,1463,e4 c5 d4 cxd4 c3 dxc3 Bc4 e6 Nxc3 Nc6 Nf3 a6,B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Paulsen Formation,12,10
DszY6Pr4,False,black,10+2,thegrim123321,1384,robin512,1325,e4 d6,B07,Pirc Defense #4,2,10
Q7T4S4nH,True,draw,10+2,alex_22,1563,salmonfish,1396,e4 e5 Nf3,C40,King's Knight Opening,3,10
1nGpOVLb,True,white,10+0,bobc,1951,dedetuyy,1862,Nf3 Nc6,A04,Zukertort Opening: Black Mustang Defense,2,10
nkwsXj62,False,white,10+0,die_uhr,1851,trois0,1703,d4 Nf6 c4 e6 Nf3 b6 Nc3,E12,Queen's Indian Defense: Kasparov Variation,7,10
hylMB2A1,True,white,10+0,ivan_franko,1563,anastasia2009,1582,e4 e5 Bc4 Nf6 Nc3 Bc5 d3,C26,Bishop's Opening: Vienna Hybrid |  Spielmann Attack,7,10
s15oCFja,True,black,10+2,b6a8h,1637,frompisaitaly,1408,b3 Nc6 Bb2 e5 e3,A01,Nimzo-Larsen Attack: Modern Variation #4,5,10
IPqIOqAm,False,black,15+0,crazyscientist1,844,pedronev,1500,e4 e5,C20,King's Pawn Game,2,15
fWMuRGSu,True,white,25+8,capadoc,1491,sjeiben,1691,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,25
Asw1PZQm,True,black,10+0,dinobzik,1224,drchitranjanmittal,1530,e4 c5 Nf3,B27,Sicilian Defense,3,10
aT6ZatBy,False,draw,10+8,decibelzerg,1500,mcdaman,1414,e4 e5 f4 Nc6,C30,King's Gambit Declined |  Queen's Knight Defense,4,10
JsbyIJxA,True,black,10+0,yellow_dragon,1931,gambeet21,1384,d4 d5 c4 e5 dxe5 d4 Nf3,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,7,10
sSoJ4Gc2,True,black,15+0,jrcasady,1268,dude_perfect,1204,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,15
c1LmzTQI,True,black,10+0,putra_pandawa,1908,aaaaaaaddd,1825,e4 e6 d4 d5 Nc3 Bb4 e5 c5 Qg4,C17,French Defense: Winawer Variation |  Advance Variation |  Moscow Variation,9,10
2jX8ylTs,True,white,10+0,samwmsrachel,1603,laucha,1539,e4 d6 d4 Nf6 Nc3 g6,B07,Pirc Defense #3,6,10
SBmfTe8J,True,white,10+0,mehdism,1533,ri_chess,1532,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6,C68,Ruy Lopez: Exchange Variation,7,10
wH3HdNt3,True,black,12+12,tidalbutt,1419,ducati1198,1382,e4 d5 Nc3 c6 Nf3,B10,Caro-Kann Defense: Two Knights Attack,5,12
7ZXDJvWi,True,black,15+0,flashundtibbers,1236,aurelianorm,1500,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5,15
SeysCkcO,True,black,15+0,elcidestaron,1834,carlos0575,1723,d4 e6,A40,Horwitz Defense,2,15
wSFmrrjq,True,black,10+10,alexandros64,2116,lolmens,2124,e4 c5 c3 Nf6 e5 Nd5 d4 cxd4,B22,Sicilian Defense: Alapin Variation |  Smith-Morra Declined,8,10
fa6H17uj,True,black,10+5,vfhfnvfhfn22,1716,stockbroker,1659,d4 d5 c4 c6 Nc3,D10,Slav Defense #2,5,10
3FJQeuvq,True,black,30+10,nakuradesu,1345,luisroobert,1308,e3,A00,Van't Kruijs Opening,1,30
tR0JKYEY,True,black,10+1,mohammad_baharan,1404,urukovstom,1631,e4 g6,B06,Modern Defense,2,10
kI6HMyLd,True,white,10+5,zzzbbb,1616,wojand,1554,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 d3,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,10
pkV7kkLm,True,white,10+0,butledge,1202,ellimist,1238,e4 e5 d4 d5,C21,King's Pawn Game: Beyer Gambit,4,10
ybHQ1bEb,True,draw,10+0,chicago_chess,1494,herbert125,1433,e4 e5 Bc4,C23,Bishop's Opening,3,10
3NZeinHd,True,black,20+0,soric,1630,dsom1234,1723,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3,B90,Sicilian Defense: Najdorf Variation |  English Attack,11,20
KUCLePTd,True,black,10+0,thesurprizer,1624,chessfishers,1741,e4 e5 Bb5,C20,Portuguese Opening,3,10
YlviywCr,True,black,15+0,ru5tam,1275,rembrandt16,1504,d3,A00,Mieses Opening,1,15
a8L8YbVT,True,black,15+15,jfroysa,1873,sansthecomic,2105,d4 Nf6 e3 d5,D00,Queen's Pawn Game #3,4,15
B4J3uhp2,True,white,15+0,gordonshimm,1847,canadave,1707,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5,15
iMAld5jZ,True,white,10+0,alexmalando,1737,weteran,1674,e4 e5 Bc4 Nc6 Nf3,C50,Italian Game,5,10
MYVHLEGs,True,black,10+0,izelude,1233,jakubsagitario17,1503,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6,10
I4fldAKr,False,white,10+0,trainingformasters,2206,generationx,1640,e4 e5 f4,C30,King's Gambit,3,10
JCn9C58Z,True,black,15+0,justlikemusic,2163,grewia,2012,d4 f5,A80,Dutch Defense,2,15
EeRrok9P,True,black,10+0,avichal,1861,neverss,1960,e4 e6 d4 d5 Nc3 Nf6 Bg5 Bb4 e5 h6 exf6,C12,French Defense: MacCutcheon Variation |  Chigorin Variation,11,10
F8meVYY5,True,white,15+0,zynko,1494,chebyshev,1843,e4 c6,B10,Caro-Kann Defense,2,15
TusgDkXi,False,black,30+10,kasa,1510,redwood,1447,e4 Nf6 e5 Nd5,B02,Alekhine Defense: Normal Variation,4,30
RA8NDIce,True,white,60+10,blitzfofun,1635,mostafanowrouzi,1432,e4 e6 d4,C00,French Defense: Normal Variation,3,60
OeBcizPR,True,white,20+0,darzius,1302,jayaram,1183,Nf3 e6,A04,Zukertort Opening: Queen's Gambit Invitation,2,20
51wccHT4,False,black,45+45,thebadfish,1973,crraii,1881,c4 f5,A10,English Opening: Anglo-Dutch Defense,2,45
juDrvNZb,True,white,12+0,afberretta,1287,crixin,1203,e4 e6 d4,C00,French Defense: Normal Variation,3,12
ENRHyFN9,True,white,40+10,erwie,1510,andreschil,1171,d4 Nf6 c4 d5,D06,Queen's Gambit Refused: Marshall Defense,4,40
db9u3aNu,False,black,10+0,andizzz,1500,flafel26,1564,e4 e5 Bc4,C23,Bishop's Opening,3,10
9bMxRXSp,True,white,10+0,silvio_pao,1615,cutiepanda,1623,e4 e5 f4 exf4 Nf3 Nc6,C34,King's Gambit Accepted |  MacLeod Defense,6,10
5gymGRgt,False,white,10+0,augustbecarre,1570,doom12384,1605,e4 e5 Nf3 Nf6 Nxe5 d6 Nxf7,C42,Russian Game: Cochrane Gambit,7,10
QUir64Hw,True,black,10+0,boy-12-iran,914,mitkonikov,1532,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5,10
s15oCFja,True,black,10+2,b6a8h,1637,frompisaitaly,1408,b3 Nc6 Bb2 e5 e3,A01,Nimzo-Larsen Attack: Modern Variation #4,5,10
mLY9CCtH,True,white,10+0,vertis9016,1822,samoo1477,1767,d4 e6 e4 d5 e5 c5 c3 Qb6 Nf3 Nc6 Bd3,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11,10
Iu8FaCbC,True,white,10+0,shryder,1508,sombra_knight,1443,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3,10
3IPPVr9Y,False,white,10+0,pinu,1288,deepblueincarnate,1674,e4 c5,B20,Sicilian Defense,2,10
MARwKaBa,True,white,10+0,pavelhartzea,1465,philipp_0x,1270,e4 e5 d4 exd4 c3,C21,Danish Gambit,5,10
ZfLeBD0E,True,black,30+0,fazouane,1385,stefan_he,1683,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,30
mR3GiC7N,True,white,15+14,toni4127,1903,gb--71,1454,d4 d5 c4 Nf6,D06,Queen's Gambit Refused: Marshall Defense,4,15
NIpJZ2u5,True,white,15+5,karsh,1179,dearj,1050,e4 e5 Nf3 c6,C40,King's Pawn Game: Gunderam Gambit,4,15
A02Mshug,True,black,10+0,darkest_moment,1787,dumbluck,2020,d4 d5 c4 Nc6 Nc3 dxc4,D07,Queen's Gambit Refused: Chigorin Defense #3,6,10
yrCYqS7t,True,white,10+0,zvonkonikolic,1867,derspiegel,1743,d4 e6 e4 c5,C00,Queen's Pawn Game: Franco-Sicilian Defense,4,10
l6ld8oKZ,True,white,10+0,suryavarchasvin,1621,artem555,1605,d4 d5 e4,D00,Blackmar-Diemer Gambit,3,10
RL4sW5DQ,True,black,10+0,kingcrazy99,1345,sinistar,1483,e4 g6 d4 Bg7,B06,Robatsch (Modern) Defense,4,10
lIXqC20Y,False,white,10+5,rubikstein,1589,yesman81,1691,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Bc5,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8,10
584UFtfW,True,black,10+0,liamxddd,1765,nicimacar,1784,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7,10
WdGWYMpG,True,white,30+0,user260519650007,1855,nitsua49,1675,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,30
EJTb5mEo,False,black,45+0,cowcowcuw123,2030,master_1955,2168,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Be7 Re1 O-O c3 d6 d4 Bg4,C91,Ruy Lopez: Closed Variations |  Bogoljubov Variation,18,45
6z9mfLKs,False,white,15+0,vzg100,1631,massaraksy,1546,e4 e5 d4,C21,Center Game #2,3,15
2jY8zS75,True,black,10+0,piley159,1157,grandmasterblr,1092,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,10
JaKrsAgH,False,white,30+0,caniche7,1527,abidazad,1500,e4 e5 Nf3,C40,King's Knight Opening,3,30
qzWdlPKy,True,draw,30+30,matt_p_14,1958,marstem,1867,d4 Nf6,A45,Indian Game,2,30
ivYSNK8V,False,black,180+0,willdaplum,1250,frostbittenkitten,1500,e4 e5 Nf3 Nc6 Bb5 Nf6,C65,Ruy Lopez: Berlin Defense #2,6,180
gFKsyCYk,True,black,10+0,juncinmestrella,1865,da19,2076,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Bc4 Nf6 Be3,B35,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,13,10
Oej5pfX8,False,white,15+0,zingtingaling,1357,burks,1016,d4 Nc6 Nf3 d5,D02,Queen's Pawn Game: Chigorin Variation,4,15
