id,rated,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
Hysqcekp,FALSE,black,10+0,nf3isstrong,1835,isachess,1866,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nh3,B18,Caro-Kann Defense: Classical Variation |  Flohr Variation,11
oaKcGCrO,TRUE,black,15+0,isachess,1877,dzigibau,1860,e4 e5 Nf3 Nc6 Bb5 Nd4,C61,Ruy Lopez: Bird Variation,6
xMezmOBz,TRUE,white,7+8,edil1800,1849,isachess,1874,e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3,B90,Sicilian Defense: Najdorf Variation |  Adams Attack,11
46AuHfcq,TRUE,black,6+6,humb,1835,isachess,1865,d4 Nf6 Nf3 e6 c4 c5,E10,Blumenfeld Countergambit #2,6
A7ddojjI,TRUE,draw,15+5,isachess,1866,claudiucojo,1835,e4 e5 Nf3 Nc6 Bc4 Nf6 d3,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
SGqoxO3v,TRUE,white,15+0,isachess,1856,abikhoshnavaz,1829,e4 e5 Nf3 Nc6 Bb5 d6 O-O a6 Ba4 b5 Bb3 Nf6,C78,Ruy Lopez: Morphy Defense #2,12
pHJ5zXyE,TRUE,white,10+0,isachess,1845,sakkkakas,1846,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Bc5,C70,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8
WqMvA7iE,TRUE,black,15+0,seetripuu,1834,isachess,1835,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4
s3v6jMaX,TRUE,white,15+5,seif22,1846,isachess,1845,e4 c6,B10,Caro-Kann Defense,2
hl3zLZmV,FALSE,black,10+0,isachess,1845,nicolo97,1917,d4 d5 c4 Nf6,D06,Queen's Gambit Refused: Marshall Defense,4
PHYPEO42,TRUE,black,15+0,isachess,1858,tajbo4,1790,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
NgZ8xxFe,TRUE,black,10+0,nespil,1871,isachess,1847,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4
1ZeBVc5V,TRUE,black,10+0,isachess,1846,turix,1869,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
OmwDxZpJ,TRUE,black,16+0,sergeylobanov,1843,isachess,1836,e4 c5 c3,B22,Sicilian Defense: Alapin Variation,3
JewxmuG9,TRUE,black,15+0,clown_with_a_knife,1800,isachess,1826,e4 c5,B20,Sicilian Defense,2
0gTDO6Av,FALSE,black,8+0,taranga,1283,whfo,1267,e4 c5 Nf3 Nc6 Bb5,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
t7vvcwqO,TRUE,black,10+4,phileasfrog,1290,taranga,1270,g3,A00,Hungarian Opening,1
igSDFKv0,TRUE,white,12+0,patrizio67,1331,taranga,1281,d4 d5 e3 Nf6,D00,Queen's Pawn Game #3,4
facMwkUo,TRUE,white,10+0,piroz_xucestih,1304,taranga,1292,e3,A00,Van't Kruijs Opening,1
j5KY62yS,TRUE,black,10+0,taranga,1305,piroz_xucestih,1293,e4 e6 d4,C00,French Defense: Normal Variation,3
nyYULwUl,TRUE,white,10+0,lelik3310,1308,taranga,1317,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Nf6,C22,Center Game: Berger Variation,8
h0YsGMhj,TRUE,black,15+0,cesar1945,1296,taranga,1305,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3,C54,Italian Game: Giuoco Piano |  Greco's Attack,13
o4T7dj5h,FALSE,black,30+0,marmoraka5,968,taranga,1305,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5,C50,Four Knights Game: Italian Variation,8
VgNt0SSX,FALSE,black,15+15,taranga,1293,vikrant_dalvi,1466,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5
UvqLtnPM,TRUE,white,7+2,xapoh,1500,taranga,1299,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6,C68,Ruy Lopez: Exchange Variation,7
1b0kpInt,TRUE,white,7+2,taranga,1288,jamila1234,1232,e4 c6 d4,B12,Caro-Kann Defense,3
dJEtAQp7,TRUE,black,7+2,taranga,1289,hknight_chess,2108,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3,C77,Ruy Lopez: Morphy Defense |  Tarrasch Variation,9
ZPHBiKBY,FALSE,white,7+2,blassterkal,1431,taranga,1289,e4 e5 d4 exd4 Qxd4 Nc6,C22,Center Game: Normal Variation,6
I8odmGjb,FALSE,white,7+2,striker123,1806,taranga,1289,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7
DijZlfMy,FALSE,white,7+2,taranga,1289,yugesh_naidu,1311,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5
LyRqbD4d,FALSE,black,7+2,blassterkal,1431,taranga,1289,e3 e5 d4,A40,Englund Gambit Declined |  Reversed French,3
CvakmVNb,FALSE,black,7+2,taranga,1289,andreas636,1484,e4 e5 Nf3 Nc6 Bc4 Bc5,C50,Giuoco Piano,6
O037dETy,FALSE,black,7+2,taranga,1289,armourbuddy,1810,e4 c5 Nf3 g6 d4,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
CxQlHSnq,FALSE,black,7+2,striker123,1806,taranga,1289,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5
Q0jogkvi,FALSE,white,5+8,taranga,1289,snapper,1500,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5
QurxyQkA,TRUE,white,15+1,moon50,1409,taranga,1297,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
mJ9VpdxV,TRUE,white,15+1,taranga,1280,moon50,1485,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6
edYOVb5F,FALSE,white,15+0,taranga,1280,italiantranslator,1211,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
GstYv2mJ,FALSE,black,15+0,italiantranslator,1211,taranga,1280,h4 e5 a4,A00,Crab Opening,3
dFQ5D7CS,TRUE,black,10+0,taranga,1281,naoufel,1765,e4 e5 Nf3 d6 Bc4 Be7,C41,Philidor Defense #4,6
2FpFvoMt,TRUE,black,15+1,taranga,1288,moon50,1454,e4 e5 Nf3 Nf6,C42,Petrov's Defense,4
cywOBEY5,TRUE,black,15+1,moon50,1560,taranga,1270,d4 d5 c4 Nc6 Nc3,D07,Queen's Gambit Refused: Chigorin Defense #2,5
pnU8dLUx,TRUE,black,15+1,taranga,1274,moon50,1534,e4 e5 Nf3 c5,B27,Sicilian Defense: Jalalabad Variation,4
lE65efFF,TRUE,draw,15+1,taranga,1259,moon50,1663,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6
bCVL4bZl,TRUE,black,10+0,trotil45,1614,taranga,1238,d4 d5 Bf4 Nf6 Nf3,D02,Queen's Pawn Game: London System,5
WUyPeYW8,TRUE,white,10+0,taranga,1221,hsanderr,1417,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 Bd3,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
xRY7h8aS,TRUE,black,10+0,taranga,1222,madara21,1732,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4,B32,Sicilian Defense: Open #3,7
92UGyHOr,TRUE,white,10+0,hallowdance,1232,taranga,1234,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6,C68,Ruy Lopez: Exchange Variation,7
UqxaqU7R,TRUE,white,20+5,taranga,1240,kingofchess2017,1219,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 Qe7,C42,Russian Game: Damiano Variation |  Kholmov Gambit,8
TTzZc8gW,TRUE,white,10+0,harrygz,1590,dbschultz,1600,c4 e5 Nc3 Nf6 g3,A22,English Opening: Carls-Bremen System,5
F7oADKYb,TRUE,draw,10+0,rinoooo,1568,dbschultz,1617,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5
GoYkQEoS,TRUE,white,10+0,dbschultz,1500,nienkotter,1358,e4 e5 Nf3 Nc6 Nc3 Nf6,C46,Four Knights Game,6
DszY6Pr4,FALSE,black,10+2,thegrim123321,1384,robin512,1325,e4 d6,B07,Pirc Defense #4,2
FhJcOzZW,FALSE,black,30+0,thegrim123321,1384,jdominguez,1265,Nf3 d5 d3,A06,Zukertort Opening: Old Indian Attack,3
kKFslhlg,FALSE,black,2+10,thegrim123321,1384,sam7neeee,1950,Nf3 c5,A04,Zukertort Opening: Sicilian Invitation,2
VVkKGe4E,TRUE,white,20+10,thegrim123321,1377,batatinhaazul,1249,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
11VaOez1,TRUE,white,9+0,kingestee33,1375,thegrim123321,1389,e4 e5 Qh5 Nf6,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
2akR3Bit,TRUE,white,10+2,thegrim123321,1378,baconneggs,1361,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
mG2dEz4z,TRUE,black,10+2,deragon63,1261,thegrim123321,1371,e4 e5 d4 d6,B07,King's Pawn Game: Maroczy Defense,4
xrZnbIGD,TRUE,black,10+9,thegrim123321,1380,brainiac007,1429,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4
lOU3lddA,TRUE,white,10+0,thegrim123321,1369,danilo1961,1368,e4 e5 Nf3 Nf6 Nxe5 Nxe4,C42,Russian Game: Damiano Variation,6
xYEVgk0W,TRUE,white,10+0,piechess97,1290,thegrim123321,1371,e4 e5 Nf3 Nc6 Bb5 Nf6 d4 a6 Ba4,C77,Ruy Lopez: Morphy Defense |  Mackenzie Variation,9
QnXuc72h,TRUE,draw,15+3,thegrim123321,1372,merthy70,1326,e4 a6,B00,St. George Defense,2
ejaSwZEr,TRUE,white,6+7,thekingdomcome,1361,thegrim123321,1383,e3,A00,Van't Kruijs Opening,1
3ZfA3gFa,TRUE,white,15+15,rookreversal,1217,thegrim123321,1399,c4 e5 Nc3 Nf6,A22,English Opening: King's English Variation |  Two Knights Variation,4
WoOqoYEL,TRUE,white,15+30,thegrim123321,1387,ranie123,1447,e4 e5 Nf3 Nc6 Bb5,C60,Ruy Lopez,5
EgoW2NiE,FALSE,black,20+0,arrigo,1474,thegrim123321,1387,e4 d5,B01,Scandinavian Defense,2
ZctgRAt4,TRUE,white,15+2,thegrim123321,1377,tecnoch,1351,Nf3 d6 e4 e5,C41,Philidor Defense #2,4
VuZ0dzhO,TRUE,black,30+10,thegrim123321,1389,dantesmontecristo,1339,e4 e5 Nf3 Qf6,C40,King's Pawn Game: McConnell Defense,4
1cvi4Z6K,FALSE,black,30+15,thegrim123321,1389,gallosantoss,1400,e4 e5 Nf3 d6,C41,Philidor Defense #2,4
E83xJFBo,FALSE,white,10+0,morficle,1849,thegrim123321,1389,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5
hVSNfLer,TRUE,black,8+0,annael88,1395,thegrim123321,1378,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 d3,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
XyM6zTew,TRUE,white,5+5,thegrim123321,1370,ziogasparo14,1257,e4 e5 Nf3 Nc6 Bb5 Nd4,C61,Ruy Lopez: Bird Variation,6
5sEcA5zs,TRUE,white,10+3,thegrim123321,1360,tcgil,1332,e4 Nc6 Nf3 f5 exf5,B00,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,5
wXnKMk3N,FALSE,white,10+0,andre94,1311,thegrim123321,1360,e4 e5 d4 d5,C21,King's Pawn Game: Beyer Gambit,4
YPVYpEvm,FALSE,white,20+0,lanas2007,1714,thegrim123321,1360,e4 e5 Nf3 Nc6 Bb5 Bc5,C64,Ruy Lopez: Classical Variation,6
rth667hB,TRUE,white,45+30,thegrim123321,1354,onafets26,1217,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5
rb7lq7dT,TRUE,black,15+15,shivcool,1245,thegrim123321,1346,d4 d5 c4 dxc4 e3,D20,Queen's Gambit Accepted: Old Variation,5
hxMTrlzW,FALSE,white,10+4,thegrim123321,1346,batuhh,1099,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6
hfNJtVnd,TRUE,white,9+2,thegrim123321,1336,an73r05,1287,Nf3 d5 g3 Bg4,A07,King's Indian Attack: Keres Variation #2,4
ijtzfFex,FALSE,white,10+0,eideral,1580,krishubhi,1555,c4 d5,A10,English Opening: Anglo-Scandinavian Defense,2
Uc64bIGE,FALSE,black,10+0,krishubhi,1555,eideral,1580,e4 e6 Nf3 d5 d4 c5,B40,Sicilian Defense: Marshall Counterattack,6
o1qwAoUy,TRUE,black,6+6,myalcin64,1649,eideral,1547,e4 e6 d4 d5 e5 c5,C02,French Defense: Advance Variation #4,6
voV4ekhS,TRUE,black,8+0,tutubelezza,1426,eideral,1527,e4 e6 Nf3,C00,French Defense: Knight Variation,3
VUCRbEm8,TRUE,black,15+0,eideral,1557,fva,1547,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
LDLdtyDj,FALSE,white,5+8,eideral,1557,maumau62,1607,d4 e6 c4 Nf6 Nc3,E20,Nimzo-Indian Defense #2,5
Gr1n1AdP,FALSE,black,5+8,maumau62,1607,eideral,1557,f4,A02,Bird Opening,1
1TpYTEKR,FALSE,white,10+0,eideral,1557,arebest95,1632,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4,B32,Sicilian Defense: Open #3,7
AUzK1bj8,TRUE,white,10+3,au118,1535,eideral,1609,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
R5SfPQiB,TRUE,black,10+2,abel4865,1713,eideral,1558,g3 Nf6,A00,Hungarian Opening: Indian Defense,2
VXdhNTk5,TRUE,white,10+2,eideral,1497,abel4865,1730,e4 b6,B00,Owen Defense,2
kTRSenmv,TRUE,white,7+3,tca1004,1437,eideral,1552,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5
FE7B5vY8,FALSE,draw,10+0,pkgirpade,1516,eideral,1552,f4 Nf6,A03,Bird Opening,2
PEIWrbTQ,TRUE,white,7+3,eideral,1513,atorius,1456,e4 c5 Nf3 d6 d4,B54,Sicilian Defense,5
8hlHAFPF,TRUE,black,10+0,pablocas,1355,eideral,1478,e4 e5 Nf3 Nc6 Bc4 Nf6 d3,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
BwBDbyKq,TRUE,white,10+0,tabellaria,1638,grubear,1614,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6
E41MaCB9,TRUE,white,6+5,tabellaria,1613,rangelelbano,1934,e4 c6 d4 d5 f3 dxe4 fxe4 e5 Nf3 exd4 Bc4,B12,Caro-Kann Defense: Maroczy Variation |  Maroczy Gambit,11
UVbhSOnA,FALSE,black,10+0,f2f,1865,tabellaria,1613,d4 d5 Nf3 Nf6 Bg5,D03,Queen's Pawn Game: Torre Attack,5
HYMGpINp,TRUE,black,8+0,playforpleasure,1776,tabellaria,1587,d4 d5,D00,Queen's Pawn Game,2
L9UeFctE,TRUE,white,15+0,tabellaria,1568,mattieuw2,1593,e4 e6 d4 d5 Nc3 c5,C10,French Defense: Marshall Variation,6
DbYHY9Bc,TRUE,black,15+0,mattieuw2,1605,tabellaria,1546,e4 d5 exd5 Nf6 c4 e6,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
7fftvkF6,TRUE,white,8+0,tabellaria,1518,snowden,1709,e4 Nc6 Nf3 f5 exf5,B00,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,5
IlQp1eqc,TRUE,white,10+0,sombragris,1728,tabellaria,1527,d4 d5 c4 c6 Nf3 e6 Nc3 dxc4,D31,Semi-Slav Defense: Noteboom Variation,8
atgsbOBS,TRUE,white,10+0,tabellaria,1515,blackphish,1379,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
Kx4jd1Oo,TRUE,black,10+0,tabellaria,1538,jabar72,1501,e4 g6 d4 Bg7,B06,Robatsch (Modern) Defense,4
5vg0pHEg,TRUE,black,10+0,jabar72,1511,tabellaria,1516,d4 d5 c4 e6,D30,Queen's Gambit Declined,4
5uNNVd3c,TRUE,black,10+0,little---a,1464,tabellaria,1495,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O,C69,Ruy Lopez: Exchange Variation |  Normal Variation,9
aGVLNoTY,TRUE,white,10+0,tabellaria,1470,little---a,1475,e4 e5 Nf3 f6,C40,King's Pawn Game: Damiano Defense,4
W4eyc9dH,TRUE,black,10+0,pasch0s,1490,tabellaria,1440,e4 e5 Bc4 Nc6 Nf3 Nd4,C50,Italian Game: Schilling-Kostic Gambit,6
l2My0J1h,FALSE,white,15+15,nadanadora,1611,xad55toque,1974,Nf3 Nf6 d4 d5 c4 e6 Nc3 c5 cxd5 Nxd5 e4 Nxc3 bxc3 cxd4 cxd4 Bb4+ Bd2 Qa5,D41,Queen's Gambit Declined: Semi-Tarrasch |  San Sebastian Variation,18
eRHQGmr2,TRUE,black,10+0,nadanadora,1611,xtreh,1945,d4 d5 Nf3 e6 c4 Nf6 Nc3 Bb4,E20,Nimzo-Indian Defense: Ragozin Variation,8
D45fTp2y,TRUE,black,10+0,vpull9,1584,nadanadora,1611,Nf3 Nf6 c4 c5 d4,A31,English Opening: Symmetrical Variation |  Anti-Benoni Variation,5
lTOKfWMv,TRUE,black,10+0,ramzaid,1942,nadanadora,1611,e3,A00,Van't Kruijs Opening,1
sd7oPNum,TRUE,black,10+2,mejjes,1217,nadanadora,1611,e4 e5 Nf3 Nc6 Nc3 Nf6,C46,Four Knights Game,6
xLmd5oZZ,TRUE,draw,20+0,nadanadora,1611,qaisahleyorof,2059,d4 d5 Nf3 Nf6 c4 e6 Nc3 c6 e3 Bd6 Bd3 Nbd7,D46,Semi-Slav Defense: Chigorin Defense,12
T3gAyyeH,TRUE,white,15+15,nadanadora,1611,googol100,1478,Nf3 c5 e4 Qc7,B27,Sicilian Defense: Quinteros Variation,4
HDPjH5bD,TRUE,black,15+15,googol100,1486,nadanadora,1552,e4 e5 Nf3 Nc6 c4,C44,King's Pawn Game: Dresden Opening,5
cFSW3SMi,TRUE,white,15+15,nadanadora,1453,googol100,1496,e4 g6,B06,Modern Defense,2
wsNnVC6Y,TRUE,white,15+15,nadanadora,1340,gatorman,1326,d4 b6,A40,English Defense #2,2
UxvU6EN4,TRUE,white,10+0,corvusossifragus,1532,nadanadora,1500,e4 e6 e5,C00,French Defense: Steinitz Attack,3
mjXUQnww,TRUE,white,10+0,doom12384,1560,ramirorldn,1557,e4 e5 f4 d6 Nf3 exf4,C34,King's Gambit Accepted |  Fischer Defense,6
lC84DiKq,TRUE,black,10+0,doom12384,1571,vektor-mw,1577,f4 d5,A03,Bird Opening: Dutch Variation,2
A17jdHS8,TRUE,black,10+0,doom12384,1580,eze33,1617,f4 Nf6,A03,Bird Opening,2
t5ixT6HN,TRUE,white,10+0,quarks_sparks,1531,doom12384,1593,e4 e5 Nf3 Nc6 a3 Nf6 Nc3,C46,Four Knights Game: Gunsberg Variation,7
8uZRNw8n,TRUE,draw,10+0,lagos16,1449,doom12384,1597,e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 a6 Bxc6,C48,Four Knights Game: Ranken Variation,9
vwQzM7Sg,TRUE,white,10+0,pepe100,1743,doom12384,1604,e4 e5 f4 exf4 Nf3 Nf6,C34,King's Gambit Accepted |  Schallopp Defense,6
I4zyNfPo,TRUE,white,10+0,runmael,1604,doom12384,1614,e4 e5 Nf3 Nf6 Nc3 Nc6 Bb5 Bc5,C48,Four Knights Game: Spanish Variation |  Classical Variation,8
6eQ92lsE,TRUE,black,10+0,nitegazer,1550,doom12384,1605,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3
8BLA0IOl,FALSE,black,10+0,pipppone,1630,doom12384,1605,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4,C42,Petrov's Defense #5,8
pMcUNK5E,FALSE,black,15+0,dimalesh,1475,doom12384,1605,g3,A00,Hungarian Opening,1
Kzq2t2lB,FALSE,white,15+0,doom12384,1605,dimalesh,1475,f4,A02,Bird Opening,1
a0VRhASu,FALSE,black,15+0,dimalesh,1475,doom12384,1605,e4 e5 b3,C20,King's Pawn Opening: 2.b3,3
5gymGRgt,FALSE,white,10+0,augustbecarre,1570,doom12384,1605,e4 e5 Nf3 Nf6 Nxe5 d6 Nxf7,C42,Russian Game: Cochrane Gambit,7
Vyrkyifp,FALSE,black,10+0,doom12384,1605,jejeh,1500,f4,A02,Bird Opening,1
exEzRx87,FALSE,white,10+0,jejeh,1500,doom12384,1605,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Nxe4 Bxf7+,C47,Four Knights Game: Italian Variation |  Noa Gambit,9
i3YfxFdL,FALSE,white,10+0,doom12384,1605,jejeh,1500,f4,A02,Bird Opening,1
8ctKV1wh,FALSE,black,10+0,raavi,1513,doom12384,1605,e4 e5 Nf3 Nf6 Bc4,C42,Russian Game: Urusov Gambit,5
jVXtr42v,TRUE,white,25+5,ernestillo,1790,bwalmer,1874,b4,A00,Polish Opening,1
ZXM2sX4y,TRUE,white,25+5,bwalmer,1864,ajaysharma261253,1805,e4 c5 Nc3 Nc6 g3,B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,5
UFKSc5hH,TRUE,black,25+5,atilioss,1496,bwalmer,1861,d4 Nf6 g3,A45,Indian Game: Tartakower Attack,3
jhA7bDVC,TRUE,white,25+5,bwalmer,1851,yura_kudelia_12,1853,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
vc2eo2Sh,TRUE,white,10+0,spendius,1861,bwalmer,1863,Nc3 c6 e4 d5,B11,Caro-Kann Defense,4
WgPBuJD6,TRUE,draw,10+0,tfeng,1618,wahana81,1609,e4 e6 Nf3,C00,French Defense: Knight Variation,3
WtFUCKgj,TRUE,black,10+0,wahana81,1620,tfeng,1607,e3,A00,Van't Kruijs Opening,1
EQDn1BA7,TRUE,black,10+0,tfeng,1621,ilkayus,1496,e4 c5 Nf3 Nc6 Bb5,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
AbDhfpnX,TRUE,black,10+0,tfeng,1633,thesmallbang,1581,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5
Ger5Zno3,TRUE,black,10+0,thesmallbang,1623,tfeng,1623,e4 e5 Nf3 Nc6 Bb5 Nge7,C60,Ruy Lopez: Cozio Defense,6
JHH8PcNq,TRUE,white,10+0,tfeng,1612,mikeu,1614,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5
8Ie5Oesp,TRUE,white,10+0,famiss11,1605,tfeng,1624,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6,C50,Italian Game: Giuoco Pianissimo |  Normal,8
HN5jnzyI,TRUE,draw,10+0,bishopkerry01,1693,tfeng,1621,d4 Nf6 c4 g6,E61,Indian Game: West Indian Defense,4
GRAng26s,TRUE,black,10+0,tfeng,1631,bishopkerry01,1684,e4 c5 Nf3 d6,B50,Sicilian Defense,4
TaaLCuw6,TRUE,black,10+0,vineetg101,1636,tfeng,1619,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Qe7,C53,Italian Game: Classical Variation |  Closed Variation,8
R2JFua6L,TRUE,black,10+0,tfeng,1613,kei0075,1617,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Bc5,C57,Italian Game: Two Knights Defense |  Traxler Counterattack,8
LcPvndOa,TRUE,black,10+0,tfeng,1627,facurezzo,1495,e4 e5 Nf3 Nc6 Bc4 Be7,C50,Italian Game: Hungarian Defense,6
oWSctoZp,TRUE,white,10+0,facurezzo,1480,tfeng,1643,e4 e5 Bc4,C23,Bishop's Opening,3
m793jf7F,TRUE,white,10+0,tfeng,1631,wahidmahmom90,1652,e4 c5 Nf3 Nc6 Bb5,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
UaulsArt,TRUE,white,10+0,toniors,1687,tfeng,1641,e4 e5 Nf3 Nc6 c3,C44,Ponziani Opening,5
EL3LK94E,TRUE,white,10+0,tfeng,1630,marcel55,1638,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6
PcXdgcJJ,TRUE,black,10+0,locomotora,1414,tfeng,1624,e4 e5 Nf3 Nc6 Bb5 Nge7,C60,Ruy Lopez: Cozio Defense,6
XGG3VNC9,TRUE,white,10+0,tfeng,1619,locomotora,1419,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5,C57,Italian Game: Two Knights Defense |  Knight Attack,7
n1hgevhj,TRUE,black,10+0,tfeng,1629,ewama,1659,e4 e5 Nf3 Nf6 Nxe5,C42,Petrov's Defense #2,5
q5P7mAB4,TRUE,white,10+0,ewama,1649,tfeng,1639,e4 e5 Bc4,C23,Bishop's Opening,3
sl4N6t22,TRUE,black,10+0,marcospe1964,1677,tfeng,1627,b4,A00,Polish Opening,1
DhoFXYNH,TRUE,white,10+0,fox22634,1705,tfeng,1636,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5,C45,Scotch Game: Classical Variation,8
q6FmC8Id,TRUE,black,10+0,tfeng,1647,traverru,1635,e4 c5 Nf3 d6 Nc3 a6 d4 cxd4 Nxd4 Nf6 Bg5 e6 f4,B96,Sicilian Defense: Najdorf Variation,13
2CvZyh4h,TRUE,white,10+0,tfeng,1637,tmanu,1627,e4 e5 Nf3 Nc6 Bc4 Bc5 c3,C53,Italian Game: Classical Variation #2,7
Psin3ost,TRUE,white,10+0,tfeng,1626,mstelles,1631,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5
AaSSYIy6,TRUE,black,10+0,micmeta,1602,tfeng,1615,e4 e5 f4 exf4 Nf3 d6,C34,King's Gambit Accepted |  Fischer Defense,6
0lWtXgXo,TRUE,black,10+0,shafer24,1634,tfeng,1603,e4 e5 Bc4,C23,Bishop's Opening,3
IC0EFtA5,TRUE,black,10+0,ironboy,1611,tfeng,1591,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 Nc3,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
L8gPU593,TRUE,white,10+0,tfeng,1579,ironboy,1623,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Nxc3 bxc3 Bxc3 Ba3,C54,Italian Game: Giuoco Piano |  Aitken Variation,19
0PVGpBvD,TRUE,white,10+0,hetismogelijk,1995,tfeng,1581,Nf3 Nf6 g3 g6,A05,King's Indian Attack: Symmetrical Defense,4
2icRDIZI,TRUE,black,10+0,bomardan,1589,tfeng,1569,d4 Nf6 c4 g6 Nc3 d5 Nf3 Bg7 Bf4,D92,Gruenfeld Defense: Three Knights Variation |  Hungarian Attack,9
ktRhE4Ky,TRUE,draw,10+0,tfeng,1570,rmorais23,1555,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6
5AYA7mBv,TRUE,white,10+0,tfeng,1559,eyany,1557,e4 e6 Nf3,C00,French Defense: Knight Variation,3
